job_id,benchmark,model_key,method,task_id,seed,budget,SUN,AUDC,mSUN,candidate_oracle_attempts,complete,model_revision_recorded,selected_generation_recorded,actual_model_state_hash,execution_profile_fingerprint,raw_result_sha256,raw_result_relative_path,raw_RPC_sha256,raw_RPC_relative_path,receipt_sha256,receipt_relative_path,acceptance_evidence_kind,acceptance_evidence_sha256,acceptance_evidence_relative_path,scope_registration_sha256,result_artifact_kind,original_runner_accepted,derived_acceptance,root_adoption_sha256,root_adoption_relative_path,verification_basis,source_observation_CST
all30-final-made-7c0efd227bf52418fb36aad2,made,qwen35_4b,baseline,Ag-Nd-Pd-Pt-Tb,1,10,4,0.5,0.4,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,c01d8a3159c8432f2090355e6f739ebbe5bd4c48241e17eeb31b055de4cc443e,evaluation_workspaces/made_all30_b10_v1/workers/worker_00/jobs/all30-final-made-7c0efd227bf52418fb36aad2/4ed8a7f477a543a7a42b1d3033d0f801/result.json,d373fbc844900c7f9f141c05cc15dfb4371d220db6e647b38d9bd7608d2e2454,evaluation_workspaces/made_all30_b10_v1/workers/worker_00/jobs/all30-final-made-7c0efd227bf52418fb36aad2/4ed8a7f477a543a7a42b1d3033d0f801/rpc/rpc.jsonl,,,original_per_worker_ledger,70234a9f1cc8d7f95700bce26d99df9f2e9d6afb2498d2378613eb1f181927af,evaluation_workspaces/made_all30_b10_v1/workers/worker_00/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-1500a7c5b01112deaf43bfe9,made,qwen35_4b,baseline,Dy-K-Pd-Sm,1,10,0,0.0,0.0,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,cd9df808c1947e21be16f835a89776b29233ab38b3db05170178df277eef0947,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-1500a7c5b01112deaf43bfe9/aa0cf44223e94e7abb9d7005f27499bc/result.json,08cf2db591f6357e5a0b4197ed85b95c5755abc16258ce709a47ceee4bd6eb68,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-1500a7c5b01112deaf43bfe9/aa0cf44223e94e7abb9d7005f27499bc/rpc/rpc.jsonl,,,original_per_worker_ledger,70b657d6892cbc26adc07acfbb34f04cddbf8e1b479fbb2c7b7eb9b8cbce77ce,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-209ea82da301af23164f595b,made,qwen35_4b,esopt_graph_risk,Dy-K-Pd-Sm,1,10,6,0.6,0.6,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,c12d8d539ad7f39c4e3a86d4d4bae734acbc18d6011322dc078195c13f187b13,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-209ea82da301af23164f595b/188a732fea9a4c21a4f7fc3f99cea5d3/result.json,40a90531d1ea3d2d230403f250e563452afd06a3165c96dec2582c76b6a823e9,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-209ea82da301af23164f595b/188a732fea9a4c21a4f7fc3f99cea5d3/rpc/rpc.jsonl,,,original_per_worker_ledger,70b657d6892cbc26adc07acfbb34f04cddbf8e1b479fbb2c7b7eb9b8cbce77ce,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-097dbe77e9aa0571f74bbc31,made,qwen35_4b,baseline,Eu-Nb-Sn-Tl,1,10,0,0.0,0.0,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,68d36aa377d4ec146c8fd66b840d32250ded2d8c5b75c1d292d2e67d85b68e5d,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-097dbe77e9aa0571f74bbc31/0f5b4e7f1432483597628320eb8448ac/result.json,6f08a52de4eb6d8975e7ce7df39ccaf748fa7452a0a12b6be6962983b0f5fcd5,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-097dbe77e9aa0571f74bbc31/0f5b4e7f1432483597628320eb8448ac/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-f5c545c2fcf285a7aedc552f,made,qwen35_4b,esopt_graph_risk,Eu-Nb-Sn-Tl,1,10,0,0.0,0.0,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,88e2d83bf5ffb7b69c2c2e83a62d45545d5a5673cc1ad4f248d5825d1beb7e03,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-f5c545c2fcf285a7aedc552f/3e99aefbcbcc4747b7d4d194cb176df1/result.json,049c3b2d5f23bfd6ab9577a1bfa5d29b72826b0f23dd54b75363b386f92d3b62,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-f5c545c2fcf285a7aedc552f/3e99aefbcbcc4747b7d4d194cb176df1/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-8edd5f6703feaba4b1671ead,made,qwen35_4b,baseline,Ga-Ho-Lu,1,10,5,0.49,0.5,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,dbaefff87f474e98d14d25babdcd6429040ecd017400ced46e9291de66f539ea,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/jobs/all30-final-made-8edd5f6703feaba4b1671ead/0bb2049a60dc4afb8faf402ce8feaecc/result.json,fe85b88bfc0db4fc2712dd018f41f16cf15c015eb2674062b8aa5d0f5b0eb593,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/jobs/all30-final-made-8edd5f6703feaba4b1671ead/0bb2049a60dc4afb8faf402ce8feaecc/rpc/rpc.jsonl,,,original_per_worker_ledger,29dd0a88da5342912f0357f51891152bfb984d3a7e1b16525a68bf0395e722a5,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-81c94354919004cb52bc537d,made,qwen35_4b,esopt_graph_risk,Ga-Ho-Lu,1,10,5,0.49,0.5,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,8824a091a46e7d753b3892eba3e6b4c3dd3a1aeb36c099062e069cabdf856b0b,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/jobs/all30-final-made-81c94354919004cb52bc537d/fb7bc8917eff4752a0539b72669f98eb/result.json,a205897f3734e803843e92fbbce924c35ca4a2fc1e0b6f6426103f3a1be85e44,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/jobs/all30-final-made-81c94354919004cb52bc537d/fb7bc8917eff4752a0539b72669f98eb/rpc/rpc.jsonl,,,original_per_worker_ledger,29dd0a88da5342912f0357f51891152bfb984d3a7e1b16525a68bf0395e722a5,evaluation_workspaces/made_all30_b10_v1/workers/worker_01/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-22cfaf1606682d9c38bc278d,made,qwen35_4b,baseline,Ga-Pt-Tm,1,10,6,0.5,0.6,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,b9cb9cc531a0b002710d5d1623cbfd1d62a876a5863d6a0e706e6777c9916c89,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/jobs/all30-final-made-22cfaf1606682d9c38bc278d/2db91f60543d46d18de62a3d2a2911ac/result.json,0a2414b6e17217c12fd8db144677b8c493b2c1f1885781c4e56663f8ce80707f,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/jobs/all30-final-made-22cfaf1606682d9c38bc278d/2db91f60543d46d18de62a3d2a2911ac/rpc/rpc.jsonl,,,original_per_worker_ledger,b060350ca81b18ed8ca0b7e019ec25ec1f5fc2ab2b4f356f91691796e882ee4a,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-2925f7a866c2a8d1c36841e7,made,qwen35_4b,esopt_graph_risk,Ga-Pt-Tm,1,10,3,0.33,0.3,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,916bdf48ff7c06acedc386e314327c9d5e225ebe3646e226ce47969e397df29d,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/jobs/all30-final-made-2925f7a866c2a8d1c36841e7/29cfd06eb9104ca0b570d75d13a53363/result.json,d707aa46e600275216b28eba62fb8558dd4a4291630fdba5b317f0f17594ddd6,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/jobs/all30-final-made-2925f7a866c2a8d1c36841e7/29cfd06eb9104ca0b570d75d13a53363/rpc/rpc.jsonl,,,original_per_worker_ledger,b060350ca81b18ed8ca0b7e019ec25ec1f5fc2ab2b4f356f91691796e882ee4a,evaluation_workspaces/made_all30_b10_v1/workers/worker_02/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-29a6382ae615c1a04e459653,made,qwen35_4b,baseline,Hf-Ni-Zr,1,10,2,0.3,0.2,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,5ffb00f3d45077ee5d7fedbea56990a610ec2596ace70268e403de9f605382c6,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-29a6382ae615c1a04e459653/d358423e1e084610ba8e355655933642/result.json,8cebff9a383d8e0173cbc1f7ea5135f795df82eb6ce03408bc1e65b89246c85c,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-29a6382ae615c1a04e459653/d358423e1e084610ba8e355655933642/rpc/rpc.jsonl,,,original_per_worker_ledger,70b657d6892cbc26adc07acfbb34f04cddbf8e1b479fbb2c7b7eb9b8cbce77ce,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-2436e44814e8d16489bec879,made,qwen35_4b,esopt_graph_risk,Hf-Ni-Zr,1,10,2,0.2,0.2,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,e42940d30167591fc8694c5f5a9de928c27620b158c52f5cf99b37f05cd8d4de,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-2436e44814e8d16489bec879/b3e96f5642a947a8ba084dcc124988f6/result.json,798334d78afec5dc14c1f5e7278837b2b0a85c0b3a4254c1360f1dbaffcc9aa3,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/jobs/all30-final-made-2436e44814e8d16489bec879/b3e96f5642a947a8ba084dcc124988f6/rpc/rpc.jsonl,,,original_per_worker_ledger,70b657d6892cbc26adc07acfbb34f04cddbf8e1b479fbb2c7b7eb9b8cbce77ce,evaluation_workspaces/made_all30_b10_v1/workers/worker_03/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-c62306db0d2beb6139233c35,made,qwen35_4b,baseline,Ho-In-Mg-Pd-Zr,1,10,0,0.0,0.0,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,35dcb4bcf086be6b5223230f970516f60cc479c8a879e48b94560bebc98220e1,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-c62306db0d2beb6139233c35/9a8f8676277e4489a515f3192e89f488/result.json,39835dc4ccfd58d4b31ec8770210f0ea9b1725125de07a6ffe5abcfb48b67ac8,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-c62306db0d2beb6139233c35/9a8f8676277e4489a515f3192e89f488/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-8142bd6bae65cd46fdff2387,made,qwen35_4b,esopt_graph_risk,Ho-In-Mg-Pd-Zr,1,10,0,0.0,0.0,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,4021b5b0ebba30f5ba83077f6884ec93e27f09d3c6cc504d3331b7d814d2f7f0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-8142bd6bae65cd46fdff2387/fc32a998ea264bca9f69c8c215d4b607/result.json,a596bbe67db783663eb97cdedda62b2e24013fff6fb270da678dd67414d37a67,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-8142bd6bae65cd46fdff2387/fc32a998ea264bca9f69c8c215d4b607/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-a0c7b559824ee92973b466f7,made,qwen35_4b,baseline,Mg-Sn-Sr,1,10,7,0.67,0.7,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,797692a6c5dc4ac323ead3b4f3dca2295279b0348ba324c80281ae96d4aecad9,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-a0c7b559824ee92973b466f7/b674661e3c1a45d8b46487ae4bcf0b05/result.json,984a296060ea0da94dfa4e2633950eeaaf0dbbf7d2bd94e1cd391b37f38a5262,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-a0c7b559824ee92973b466f7/b674661e3c1a45d8b46487ae4bcf0b05/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
all30-final-made-28020e03780ed5e0ab044caf,made,qwen35_4b,esopt_graph_risk,Mg-Sn-Sr,1,10,7,0.79,0.7,10,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,f375b0cd19fc013f162c9d3dc1dda4a26083b0c56fd2c4db5caf5ebb9232cf62,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-28020e03780ed5e0ab044caf/47911d76674c4cb780201e6765556cfe/result.json,6d6516a1f146e8aff48fa16547db99c54504b5c01dd1d1219ce7ca999b9a285d,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/jobs/all30-final-made-28020e03780ed5e0ab044caf/47911d76674c4cb780201e6765556cfe/rpc/rpc.jsonl,,,original_per_worker_ledger,6acff4b755bedb7cfb8943bd81f17909af505e608ce2b6e38690b6cf12538bd0,evaluation_workspaces/made_all30_b10_v1/workers/worker_04/ledger.json,ede4d1d5783f220f7a949afb39dad3a7697cfe95bb3a9e15ebbd6df8e08adf6c,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
budget-final-made-3cbf899afb7e6857dc3f0d91,made,qwen35_4b,baseline,Ag-Nd-Pd-Pt-Tb,1,30,11,0.3011111111111111,0.36666666666666664,30,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,5dfd5c9211283b706afd765c6a07603f65d2eef605198d403f4c2186f3bb73b7,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-3cbf899afb7e6857dc3f0d91/73a56cce501647b8bbf0644cff3e32ba/result.json,133d6461b2a3b0bb2e6ce19e8c6e7f7808ab8cf4c7344fb445f629f8a43fc201,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-3cbf899afb7e6857dc3f0d91/73a56cce501647b8bbf0644cff3e32ba/rpc/rpc.jsonl,34530916f19d9e128308861c8f87d3a1a94a97fb33a7bcddf0f83a485e8a87ab,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-3cbf899afb7e6857dc3f0d91/receipt.json,per_job_receipt,34530916f19d9e128308861c8f87d3a1a94a97fb33a7bcddf0f83a485e8a87ab,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-3cbf899afb7e6857dc3f0d91/receipt.json,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
budget-final-made-254ea063e97b94a2948a97a4,made,qwen35_4b,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,30,9,0.3433333333333333,0.3,30,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,4f4c1569e585e7d3c17aff6161512bc15e0b42d166b19479a00d49187ee7d70d,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-254ea063e97b94a2948a97a4/821ba4461a7b4017ac97f1228b566757/result.json,0b13e836bb5a3f404d60479765373c6b473269397b015b68f2a7fb2c34aabac7,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-254ea063e97b94a2948a97a4/821ba4461a7b4017ac97f1228b566757/rpc/rpc.jsonl,ac078e1f0f468a99145f36303300e5611ce14989f7e691677d8284dd8630faad,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-254ea063e97b94a2948a97a4/receipt.json,per_job_receipt,ac078e1f0f468a99145f36303300e5611ce14989f7e691677d8284dd8630faad,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-254ea063e97b94a2948a97a4/receipt.json,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
budget-final-made-751d44c311ae19cdcad7928a,made,qwen35_4b,baseline,Al-Hg-K-Mg-W,1,30,0,0.0,0.0,30,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9fa58a243707e148b412828cf5838eda27cdbbbb747c575fc51082d02f898811,8f52489340df6c66a7d98367cf165bd7b9ebbcfaab3e8ba06f50701a3c7e124b,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-751d44c311ae19cdcad7928a/b4a93503f99c449cb4db6c85027b2a39/result.json,17e7fd4de31c6a234d0e2cd5feed4f7fb772710e34132e70ace52f406a8190ad,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-751d44c311ae19cdcad7928a/b4a93503f99c449cb4db6c85027b2a39/rpc/rpc.jsonl,fccbdd6af52476f71f0c939b567a351a285fceec0595715dfd091973999c7783,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-751d44c311ae19cdcad7928a/receipt.json,per_job_receipt,fccbdd6af52476f71f0c939b567a351a285fceec0595715dfd091973999c7783,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-751d44c311ae19cdcad7928a/receipt.json,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
budget-final-made-a84f6d9aaecd2f95c23db994,made,qwen35_4b,esopt_graph_risk,Al-Hg-K-Mg-W,1,30,0,0.0,0.0,30,True,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,2,2e5adce2a0d3785a1e1df3c41888f42eed2a23b9e175e3e0b1a4e1d3ef534fff,255c8bb9d3de303ae1b885f6858a15de63263fab05cc0d33b63dd3ecd4a59fae,cc1e08084847b9b6f66cc8ecf58ff62d0528ca70562a6efba66627c1b30961a4,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-a84f6d9aaecd2f95c23db994/11cc920216d94d859c543fb51bf4c7d2/result.json,2164ba4d64aac07ff47f0a44e7ed7d2192357f4cefddd0358606186128849a8f,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-a84f6d9aaecd2f95c23db994/11cc920216d94d859c543fb51bf4c7d2/rpc/rpc.jsonl,d7bbb098fcf1e17ac636dcb5d27491d6641fa4bc65d7ec8b308160ee45f3c384,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-a84f6d9aaecd2f95c23db994/receipt.json,per_job_receipt,d7bbb098fcf1e17ac636dcb5d27491d6641fa4bc65d7ec8b308160ee45f3c384,evaluation_workspaces/made_budget_sweep_v1/jobs/budget-final-made-a84f6d9aaecd2f95c23db994/receipt.json,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507,original_runner_envelope,True,False,,,fresh_original_RPC_hash_curve_counts_and_result_identity; existing_acceptance_reference_rehashed,2026-09-19T05:21:38.188817+08:00
