task_id,budget,seed,arm,status,job_id,SUN,mSUN,AUDC,result_path,result_sha256,receipt_sha256,registration_sha256
Al-Li-V,10,3,full_support_aware,accepted,support-final-2b96c9fd2ded8ff4d3c9fa7b,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-2b96c9fd2ded8ff4d3c9fa7b/result.json,6ecf025aaef9df28277fb65ef260cfbe5cf48052bf16eda5df4b3b13da737008,9f845deb859afd5b6c382bbf6d5446bcefe100417c9bb411b17f415ee732ac2d,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-Li-V,10,4,full_support_aware,accepted,support-final-cda0e2a385af0e786df7d24a,2,0.2,0.28,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-cda0e2a385af0e786df7d24a/result.json,b4d00fd1ad56d1c64ff5e0322f4b1cf97d32713a30f7e8ea6ed60e93dce9e1db,9b8eacae88a5264a63838704005c6a0a9d6fed030e2d82b79843bf70026839c5,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,2,baseline_reference,accepted,component-final-50555fb4776e15c94b4beec9,4,0.4,0.5,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-50555fb4776e15c94b4beec9/result.json,d9b218c8bad233d3536f23da5a6b9c2c2e74be87c1de93e6e773b919ed431287,f7a15955fdfdde536e1d0dc3af88193c45e3d21114c8ff342b32a6fc61d6160d,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,3,baseline_reference,accepted,component-final-52aa59f42080e58cda2f64b0,5,0.5,0.69,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-52aa59f42080e58cda2f64b0/result.json,b2b55503dfd55b427a93f4bf41ffd256d8fbf3eab136003a3e6744e16ecedb00,d9a78406d23d8012c245595798a9be7839defda74d9de889076ffac0bcc6ae24,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,4,baseline_reference,accepted,component-final-70adf56898316f73ea4720ab,6,0.6,0.66,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-70adf56898316f73ea4720ab/result.json,dc46959c1f59d28c120f90d490678fb3482c7311f6d7b5b9c2ad1dcac129da09,6bf2c5f521d1f128eecd97185e22c5e433922b8d3d5779a87e2c6cfe47beb6b8,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,2,uq_only_support_aware,accepted,support-final-50481d7de104501120b84fb5,5,0.5,0.71,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-50481d7de104501120b84fb5/result.json,9f183bc7c79bc62028d5a43c4d217abc8182464d769a2fec953307d58f40e5a2,7293964b29eac400a8ed0eada75e246dfbf2285bec429efa128476cdd00d7ae2,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,3,uq_only_support_aware,accepted,support-final-5d1cc6924d5efee9cbf9f4a0,7,0.7,0.73,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5d1cc6924d5efee9cbf9f4a0/result.json,7fc51e353debf3795cf25f89de6d483e1a7a747af3881efd84cd89144be634bf,936b9eb83f45d24daae46d3a8c9b2a3f0c13b038bb1c744609509254a3986049,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,4,uq_only_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,2,es_only_independent,accepted,component-final-b20a8fccedb10da7d5ed97a6,4,0.4,0.46,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-b20a8fccedb10da7d5ed97a6/result.json,a2d4dddec8c2bb359914f5b829ba17d6a92055b259d67f1b6bb0abf6109822a0,b5fb9e5cf80da00c0975cfad0889a127dbb8df412d547dbd1bc1c4e99280b58e,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,3,es_only_independent,accepted,component-final-02fb34c6b01aed253ffa4730,5,0.5,0.63,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-02fb34c6b01aed253ffa4730/result.json,f7eecc81de4150b5f4e42fa01da1760c84d75c576fbe016e5875a59e3fcdc95d,dee483b3a1d048045663172c2160fa6b6b6fb11a2eb141cd962a56137f00d91c,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,4,es_only_independent,accepted,component-final-2ba86fe5167c7c377083c728,3,0.3,0.35,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-2ba86fe5167c7c377083c728/result.json,3a091c409927a87c0357f35a85a1dfe4e2b6fbea38db4bbc30046b6509286bea,7334e1f870bf8d1155cd22709d8b934f869e58f341d07539c1ea1cd955bcef4c,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Al-V-Zn,10,2,full_support_aware,accepted,support-final-ca740c106b65301c3c20f121,4,0.4,0.42,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-ca740c106b65301c3c20f121/result.json,f23bef1538602e0229db2d57a3b1cc8ff0286978a1dbda5710180e2d351c34a0,ad83b5f4de5f0d231a95ec6d5bf99270fa199c968f6dbaecaeb27a45210652bb,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,3,full_support_aware,claimed_pending,support-final-c3b9e4053e380cd376460042,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Al-V-Zn,10,4,full_support_aware,claimed_pending,support-final-8d9484c7a3dc0a3085dccdab,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,2,baseline_reference,accepted,component-final-829f81d1c8b6dff9869aa711,4,0.4,0.26,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-829f81d1c8b6dff9869aa711/result.json,9f07e57ccac9ecbbb8efdba9bb53f40e01516281d4a483b4ac79549aabcc3581,7a7f9f6aafa58f37965ee481e6d0c217b06416324ed640c4b58cca29d4a06627,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,3,baseline_reference,accepted,component-final-57ec2ac8f1ba4127bcccc073,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-57ec2ac8f1ba4127bcccc073/result.json,5141a04e7c4c4ed3274118fc1ca5c91b8a99123e2d762a5e92704d1f316d73ca,d25fdf5ef1df1db10ff5f80daa39384c2563ea559193dbe0a6c29b32997ac356,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,4,baseline_reference,accepted,component-final-b1999f2e9c20505d5a373485,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-b1999f2e9c20505d5a373485/result.json,e435c92428dbdf393ee2be8b0d27041c49689bba1d5bfc0599132b987da9c7df,a5473a8893a3a82ea450dc9a9c13e73b31af2737709ec2f4262e531b1411b6b3,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,2,uq_only_support_aware,accepted,support-final-38ae55456a55c01858bdaca6,3,0.3,0.25,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-38ae55456a55c01858bdaca6/result.json,3fc8001aa021f8ff6a6e5562112f372f8f547b9b2cbaac2718ae6943753b2f25,bf04cc17b114d3e708db92dd5218f76b6b10e29093284aecce855a25beb0eba6,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,3,uq_only_support_aware,accepted,support-final-2b6cfd7c97c158c305971c45,3,0.3,0.37,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-2b6cfd7c97c158c305971c45/result.json,6dc41e33540ceb178a793d90ab13c6260a24533adb3af936b5f71ea17ef82c6e,e31e2525b866253283b28fab1cc3436b7541dcf37a6fdc7346c6512afc552736,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,4,uq_only_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,2,es_only_independent,accepted,component-final-637e688029854bff551ffb68,1,0.1,0.19,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-637e688029854bff551ffb68/result.json,92177e12c0328dca62ff065968c368284172c75a28226a2cc4186caa4dce8e0b,3ae1ad43291bf6ed130e99f2c619b11f2b2c6cedeae8354b237a65b731abfbf6,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,3,es_only_independent,accepted,component-final-f01350a0031f3cb06d45632e,1,0.1,0.17,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-f01350a0031f3cb06d45632e/result.json,864df57c51dc3013c721c08a0173d3b195cc60407040e529b9620b4eb9e6527d,19bb2e09a773e701eda096e64874fcb1cef54315c639234c2aad3175ba151b87,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,4,es_only_independent,accepted,component-final-fd363bc50f56142b92b62728,1,0.1,0.01,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-fd363bc50f56142b92b62728/result.json,41c1a417aea1eea2b0c72bd5aebe8473f89dcd1314f78733490cc86e47143bf4,cd52df3b176ff5cba766a9743687906f3fab061f9fa678e2d73ac4cb04e28b6d,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Au-K-Tb,10,2,full_support_aware,accepted,support-final-68807310bf257b755381e67b,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-68807310bf257b755381e67b/result.json,a3c68ad59772d99dfbf3f4cc47cf00631eaa05c0661052a93848bab004f5e261,cd36d966f6ffa2ce3e8431fe5e1ea0f863f352b96c556a49463d205ae52d5f0b,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,3,full_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Au-K-Tb,10,4,full_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,2,baseline_reference,accepted,component-final-2dce2a3709aad3945727809d,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-2dce2a3709aad3945727809d/result.json,37c8b86237908291514a07069995060c740cbff46380cf93a5a7a5660c241954,7653fb2dd0ccf599b02b05e9db40a127b7902c04e9bab1ce822827adb4b07aed,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,3,baseline_reference,accepted,component-final-3a4b0c1cd037fc1028c65eb5,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-3a4b0c1cd037fc1028c65eb5/result.json,dd2b01c3976a4124606cc6bfb3d0b852efcdaeed7fe3bfed48244159d86c5b1b,0f0a1f96aa35364dfcc556b28507040e01293028f562e43256e05c526241e424,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,4,baseline_reference,accepted,component-final-a526e6a613189f807a458cb1,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-a526e6a613189f807a458cb1/result.json,2823c081c1c71b4babc11104c06f8a97156bfa3c870d0cb8f57f13a70fd15ab7,c609d3fb5d7dfa65b5a233a3c438e354335b32c9c1c2a52e299f5a11a3248ab8,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,2,uq_only_support_aware,accepted,support-final-5eccea7f5a24da2f5b31b4ab,2,0.2,0.16,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5eccea7f5a24da2f5b31b4ab/result.json,adb929114f1932ff8e3d9fbe1e13ad81dbb524061244f3760479559d95c30c57,f4a00683a68be83f526e7486ae25d410717de849ff422351340fc76ad61bca71,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,3,uq_only_support_aware,accepted,support-final-97076161f2eb1dff20b02ffe,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-97076161f2eb1dff20b02ffe/result.json,3b8a43f53a448a0a8541894155b0d2ef8ba47d3e63ce6d6a0ac0a8667733eb34,46f418f00759ad1514b1bb8c85e4b48892385c8464fc68bb2b4b83d733e48b60,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,4,uq_only_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,2,es_only_independent,accepted,component-final-309c3c6fb2c047a93c1f8575,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-309c3c6fb2c047a93c1f8575/result.json,f16fb1f1bfd68b7fc1eccd1cad16b2b6f93f3b14e4fbb7b1e6df59e1bb426c43,3b1a64bcadc0e1c3ffa842fbf7f54b924eaac21af21586d9f2ed72f70d0f2ab9,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,3,es_only_independent,accepted,component-final-ced0af809caafbfd44aa8165,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-ced0af809caafbfd44aa8165/result.json,6c78a96ae978e2d638c076b1bb8e73023896d5bce50ebb2c2bd8ab1151eb6443,e58711a069f29defd95c025a69af52dae38d12172d560aba259faa51bea8f32e,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,4,es_only_independent,accepted,component-final-60a0f011651058cfacc89f7b,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-60a0f011651058cfacc89f7b/result.json,92167d13ba163d83b8f8146f8ac07b81a438ef68ad82994836663953918e3ff9,e640206cf7a78183c5bd3066861e9cde1a62182da62fb406437d4a213e562282,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Dy-W,10,2,full_support_aware,accepted,support-final-fdb8c5628b1505159c52f7cc,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fdb8c5628b1505159c52f7cc/result.json,982e23317a2479b02589dd29cf145635b384511e7920c367b83a7e29b1883064,85783620f4f09b484df14d8c1cfa9c87dd8f0a1a4e7b6651675f8dc9fc9139fb,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,3,full_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Dy-W,10,4,full_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Mg-Na,10,2,baseline_reference,accepted,component-final-a8630b6c09e7eed6994a9658,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-a8630b6c09e7eed6994a9658/result.json,d73f6d0f6e0d2447bad12190bc1ba9a26bf7afcfae9d935feadb435e99eac58b,f5bade9f702ac246f0f38c834263ca4d87e498fe1ba64b9328eded38ee5d9bc4,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Mg-Na,10,3,baseline_reference,accepted,component-final-4b3d96d6b87ab535fb130a5e,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-4b3d96d6b87ab535fb130a5e/result.json,32f94791f16f5860009a461f85834fb35101e2b0a2baad27766d4cced92827d5,c1e51bfeb40f6c2f6c2c2909e50616ced96b6e673326283e38aecb4f93ecf8a5,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Mg-Na,10,4,baseline_reference,accepted,component-final-613da1e8bf281966bbdc66db,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-613da1e8bf281966bbdc66db/result.json,fd029822d31e28cfd66701bbaed5be38a2a0cc17a80962b6345b60e6ecab1827,74ae17be4b18d55989140f6d84777f3704c443f0b0b8fcb347457dd450b672d8,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Mg-Na,10,2,uq_only_support_aware,accepted,support-final-fbf58f289d7058d1b56ff33f,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fbf58f289d7058d1b56ff33f/result.json,65878688db5d40f5c9c39c2ad35e3fc10e7f405aa1271d1d4b93ab1647629ecc,2d33c88a5278b308fa13ef597c7212cde6f274a7c8d5a2c5e4803891c27405e0,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Mg-Na,10,3,uq_only_support_aware,accepted,support-final-8f46b298f45606301f129592,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-8f46b298f45606301f129592/result.json,7f4584f73adc3ebc9256ff3cc9f729058f23f25ff63edf56489f4bd76025dcbd,df31e25f17a0d9c4eb2760de156bcdb85260383e0e82ba40210291d03c379d26,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Mg-Na,10,4,uq_only_support_aware,unclaimed,,,,,,,,0088ab73351c0ce39f06e5b9c4c991feb9129dd39d80eeb41cd186c7f104d7ac
Co-Mg-Na,10,2,es_only_independent,accepted,component-final-7cc2c2335ff1e079999ecabb,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-7cc2c2335ff1e079999ecabb/result.json,8d9e67b75d127c0335be5aad62c1e689779876391e0282ea28af7fae86fdf863,6c576f7767233558db569e3c556da15037834da8ccd05cdb29f38eb1abf556ad,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Mg-Na,10,3,es_only_independent,accepted,component-final-827fb29e7d467a5c1448a2d5,0,0.0,0.0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-827fb29e7d467a5c1448a2d5/result.json,2f59dac9a42725817eecaf72f33ee002389538ecd60cdde8cda7100256f183a0,fbf2686fa5824a065fcac7a811c8b1c1d5575bc1f991290adb03ed96ce97a2fd,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
Co-Mg-Na,10,4,es_only_independent,accepted,component-final-209f38eb700cca3d60e9efa7,1,0.1,0.01,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-209f38eb700cca3d60e9efa7/result.json,e7bb8992976459cfddf7de98f1825c89e6116e9ef87899e8fce63a68cefce7ff,fa9f6b7cb1a30cf27fa269b837a4063ac8b8be0920d88490a046ca3e61839b88,c11cfbe1a6cce75f18aa1e8ac9ad059e5f60f32a41be24f37d449f3cab83e027
